id,category,comment,tone,asks_question
852,regulatory_ruo_education,Magnetic resonance confirms structure better than anything routine.,technical,false
853,regulatory_ruo_education,Structural confirmation methods explained well.,light,false
854,regulatory_ruo_education,How do storage and handling standards get specified?,curious,true
855,regulatory_ruo_education,Are cold chain requirements documented for reagents?,curious,true
856,regulatory_ruo_education,Cold chain documentation is where a lot of quality quietly fails.,technical,false
857,regulatory_ruo_education,Cold chain being the weak link. Very plausible.,light,false
858,regulatory_ruo_education,What does a supplier quality agreement typically include?,curious,true
859,regulatory_ruo_education,Are those agreements common outside pharmaceutical supply?,curious,true
860,regulatory_ruo_education,"Quality agreements are common in pharma, rare in reagent supply.",technical,false
861,regulatory_ruo_education,Clear contrast between the two sectors. Helpful.,light,false
862,regulatory_ruo_education,How is advertising of laboratory reagents regulated?,curious,true
863,regulatory_ruo_education,Which claims are permitted on research labeling?,curious,true
864,regulatory_ruo_education,Permitted labeling claims are narrower than most suppliers behave.,technical,false
865,regulatory_ruo_education,Narrower than behaviour suggests. Diplomatically put.,light,false
866,regulatory_ruo_education,Does the regulatory framework address research intent explicitly?,curious,true
867,regulatory_ruo_education,How is intended purpose established legally?,curious,true
868,regulatory_ruo_education,Intended purpose is inferred from labeling and marketing together.,technical,false
869,regulatory_ruo_education,Intent being inferred from marketing. Important nuance.,light,false
870,regulatory_ruo_education,What happens when labeling and marketing disagree?,curious,true
871,regulatory_ruo_education,Is enforcement in this area primarily documentation based?,curious,true
872,regulatory_ruo_education,Enforcement tends to follow labeling language more than chemistry.,technical,false
873,regulatory_ruo_education,Enforcement following language. Very useful to know.,light,false
874,regulatory_ruo_education,Which regulatory concepts do researchers most often misunderstand?,curious,true
875,regulatory_ruo_education,Is there a good primer on this framework anywhere?,curious,true
876,regulatory_ruo_education,A plain-language regulatory primer for this sector is badly needed.,technical,false
877,regulatory_ruo_education,Someone should write that primer. Maybe you.,light,false
878,regulatory_ruo_education,How do research exemptions work in practice?,curious,true
879,regulatory_ruo_education,Are institutional approvals part of that framework?,curious,true
880,regulatory_ruo_education,"Institutional review sits alongside, not inside, product regulation.",technical,false
881,regulatory_ruo_education,Good separation of institutional and product oversight.,light,false
882,regulatory_ruo_education,What role do ethics committees play in reagent sourcing?,curious,true
883,regulatory_ruo_education,Is sourcing documentation reviewed at that stage?,curious,true
884,regulatory_ruo_education,Sourcing documentation increasingly forms part of ethics submissions.,technical,false
885,regulatory_ruo_education,Did not know sourcing reached ethics review. Interesting.,light,false
886,regulatory_ruo_education,How transparent are suppliers about manufacturing origin?,curious,true
887,regulatory_ruo_education,Is country of origin routinely disclosed?,curious,true
888,regulatory_ruo_education,Origin disclosure is voluntary and therefore wildly variable.,technical,false
889,regulatory_ruo_education,Voluntary disclosure being variable. Unsurprising but useful.,light,false
890,regulatory_ruo_education,Which questions should a laboratory ask a new supplier?,curious,true
891,regulatory_ruo_education,What documentation would you consider non-negotiable?,curious,true
892,regulatory_ruo_education,Identity confirmation and batch traceability are the non-negotiables.,technical,false
893,regulatory_ruo_education,Two clear non-negotiables. Practical and memorable.,light,false
894,regulatory_ruo_education,How often does independent testing disagree with a certificate?,curious,true
895,regulatory_ruo_education,Are there published surveys on reagent quality variability?,curious,true
896,regulatory_ruo_education,Published surveys of reagent quality exist and make sobering reading.,technical,false
897,regulatory_ruo_education,Would genuinely read that survey. Which journal is it in?,light,true
898,regulatory_ruo_education,Which part of this framework is most misunderstood publicly?,curious,true
899,regulatory_ruo_education,What regulatory change would improve transparency most?,curious,true
900,regulatory_ruo_education,Mandatory method disclosure would improve transparency immediately.,technical,false
901,general_science_curiosity,Which paper would you start with on this topic?,curious,true
902,general_science_curiosity,Citing the review and the primary source is the right habit.,technical,false
903,general_science_curiosity,Is there a primary source for that figure?,curious,true
904,general_science_curiosity,Good science communication is harder than it looks. Nicely done.,light,false
905,general_science_curiosity,The distinction between evidence and plausibility carried this video.,technical,false
906,general_science_curiosity,Where did the underlying dataset come from?,curious,true
907,general_science_curiosity,Any chance you could drop the citation?,curious,true
908,general_science_curiosity,Appreciate a creator who says when the data is thin.,light,false
909,general_science_curiosity,Plausible mechanism and demonstrated effect are separate claims.,technical,false
910,general_science_curiosity,How confident is the field on this at the moment?,curious,true
911,general_science_curiosity,Is this settled science or an active debate?,curious,true
912,general_science_curiosity,Active debates make the best videos and the worst headlines.,technical,false
913,general_science_curiosity,This showed up at exactly the right time. Thanks.,light,false
914,general_science_curiosity,What is the strongest counterargument to this?,curious,true
915,general_science_curiosity,Are there researchers who disagree with this reading?,curious,true
916,general_science_curiosity,Steelmanning the opposing view would strengthen this further.,technical,false
917,general_science_curiosity,"Calm, sourced, no hype. Instant follow.",light,false
918,general_science_curiosity,How old is the research being described here?,curious,true
919,general_science_curiosity,Has anything changed in the literature since then?,curious,true
920,general_science_curiosity,Field consensus shifts faster than popular summaries update.,technical,false
921,general_science_curiosity,The update on outdated claims was worth the watch.,light,false
922,general_science_curiosity,Which part of this is still hypothesis?,curious,true
923,general_science_curiosity,Where does the evidence stop and interpretation start?,curious,true
924,general_science_curiosity,Drawing that line explicitly is what makes a good explainer.,technical,false
925,general_science_curiosity,Clearly explained without being condescending. Rare skill.,light,false
926,general_science_curiosity,Is the effect size meaningful or just detectable?,curious,true
927,general_science_curiosity,How much does this actually matter in practice?,curious,true
928,general_science_curiosity,Detectable and meaningful are wildly different thresholds.,technical,false
929,general_science_curiosity,That threshold distinction is going to stick with me.,light,false
930,general_science_curiosity,Which discipline does this research sit in?,curious,true
931,general_science_curiosity,Are chemists and biologists reading this differently?,curious,true
932,general_science_curiosity,Cross-disciplinary reading of the same data is genuinely instructive.,technical,false
933,general_science_curiosity,Interdisciplinary framing made this much richer.,light,false
934,general_science_curiosity,What would change your mind on this?,curious,true
935,general_science_curiosity,Is there an experiment that would settle it?,curious,true
936,general_science_curiosity,Naming the falsifying experiment is the mark of real understanding.,technical,false
937,general_science_curiosity,Asking what would falsify it. Proper science energy.,light,false
938,general_science_curiosity,How reproducible is this area generally?,curious,true
939,general_science_curiosity,Has the replication problem touched this field?,curious,true
940,general_science_curiosity,Replication rates vary enormously between subfields.,technical,false
941,general_science_curiosity,The replication context was a good addition.,light,false
942,general_science_curiosity,Which journals publish the serious work here?,curious,true
943,general_science_curiosity,Is most of this in specialist or general journals?,curious,true
944,general_science_curiosity,"Specialist journals carry the detail, general ones carry the hype.",technical,false
945,general_science_curiosity,Journal landscape explained. Unexpectedly useful.,light,false
946,general_science_curiosity,How do you find good papers in an unfamiliar area?,curious,true
947,general_science_curiosity,Any advice for reading outside your field?,curious,true
948,general_science_curiosity,"Start with a recent review, then chase its references backwards.",technical,false
949,general_science_curiosity,Chasing references backwards. Adopting that immediately.,light,false
950,general_science_curiosity,What does the word preliminary actually mean here?,curious,true
951,general_science_curiosity,How much weight should a preprint carry?,curious,true
952,general_science_curiosity,"A preprint is a claim awaiting scrutiny, nothing more.",technical,false
953,general_science_curiosity,Clean definition of a preprint. Saving that.,light,false
954,general_science_curiosity,Is there a conflict of interest worth noting?,curious,true
955,general_science_curiosity,Who funded the research being described?,curious,true
956,general_science_curiosity,"Funding never invalidates a finding, it changes the scrutiny.",technical,false
957,general_science_curiosity,Balanced take on funding. Appreciated.,light,false
958,general_science_curiosity,How large was the study behind that claim?,curious,true
959,general_science_curiosity,Does sample size undercut the conclusion here?,curious,true
960,general_science_curiosity,Small samples produce big effects that shrink on replication.,technical,false
961,general_science_curiosity,Effects shrinking on replication. Learned that the hard way.,light,false
962,general_science_curiosity,What is the base rate we should compare against?,curious,true
963,general_science_curiosity,Is there a baseline in that comparison?,curious,true
964,general_science_curiosity,"Without a base rate, a percentage change means very little.",technical,false
965,general_science_curiosity,Base rate reminder. Always needed.,light,false
966,general_science_curiosity,How was that graph scaled?,curious,true
967,general_science_curiosity,Is the axis starting at zero?,curious,true
968,general_science_curiosity,Axis choices can manufacture a trend out of nothing.,technical,false
969,general_science_curiosity,Graph literacy content. Keep making it.,light,false
970,general_science_curiosity,Which assumption is the analysis most sensitive to?,curious,true
971,general_science_curiosity,What breaks if that assumption fails?,curious,true
972,general_science_curiosity,Stating the load-bearing assumption is half the analysis.,technical,false
973,general_science_curiosity,Load-bearing assumption. That is a great phrase.,light,false
974,general_science_curiosity,Is the terminology here standardized across papers?,curious,true
975,general_science_curiosity,Do different labs define that term the same way?,curious,true
976,general_science_curiosity,Inconsistent definitions across labs quietly wreck meta-analyses.,technical,false
977,general_science_curiosity,Definition drift ruining meta-analyses. Depressing and true.,light,false
978,general_science_curiosity,How would a sceptic read the same data?,curious,true
979,general_science_curiosity,What is the most charitable alternative explanation?,curious,true
980,general_science_curiosity,Alternative explanations deserve airtime before the preferred one wins.,technical,false
981,general_science_curiosity,Giving alternatives airtime. That is the whole method.,light,false
982,general_science_curiosity,Which measurement is hardest to get right here?,curious,true
983,general_science_curiosity,Where does the uncertainty concentrate?,curious,true
984,general_science_curiosity,Naming where uncertainty concentrates beats quoting a single number.,technical,false
985,general_science_curiosity,Uncertainty mapping. Excellent way to put it.,light,false
986,general_science_curiosity,Is the field moving toward or away from this view?,curious,true
987,general_science_curiosity,What has changed in the last five years?,curious,true
988,general_science_curiosity,Tracking how a consensus moved teaches more than the consensus.,technical,false
989,general_science_curiosity,Watching consensus move is the interesting part. Agreed.,light,false
990,general_science_curiosity,Which open question here excites you most?,curious,true
991,general_science_curiosity,What would you study if funding were not an issue?,curious,true
992,general_science_curiosity,Funding constraints shape which questions ever get asked.,technical,false
993,general_science_curiosity,Funding shaping the questions. Sobering point.,light,false
994,general_science_curiosity,Are there good textbooks for this area?,curious,true
995,general_science_curiosity,Where should a curious non-specialist start?,curious,true
996,general_science_curiosity,A solid undergraduate textbook beats most online summaries.,technical,false
997,general_science_curiosity,Seconding the request for a textbook recommendation.,light,false
998,general_science_curiosity,Which common misconception would you retire first?,curious,true
999,general_science_curiosity,What does the public get most wrong here?,curious,true
1000,general_science_curiosity,The biggest misconception is reading early data as settled.,technical,false
