creation_id,rank,scene_id,category,scene_brief,quality_var_count,quality_suffix,aspect_ratio,duration_seconds,resolution,model_still,model_video,video_prompt,status,times_used,last_used_at
PBVita-Reel-289,289,282,"Abstract, Artistic & Cinematic Science","Crystal refractive elements creating rainbow caustics, featuring amber-tinted research vial, clean high-key beauty lighting, extreme macro push-in.",12,"hyper-detailed, crystal clear, 8k resolution, photorealistic, cinematic lighting, volumetric lighting, soft diffused lighting, refined details, high fidelity, detailed surface texture, global illumination, ambient occlusion",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Crystal refractive elements creating rainbow caustics, featuring amber-tinted research vial, clean high-key beauty lighting, extreme macro push-in.. Quality: hyper-detailed, crystal clear, 8k resolution, photorealistic, cinematic lighting, volumetric lighting, soft diffused lighting, refined details, high fidelity, detailed surface texture, global illumination, ambient occlusion. creation motif 289/500 · scene 282. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-290,290,583,Extreme Detail & Texture Studies,"Texture / detail study: tight detail of rubber stopper texture and seal integrity, low-key selective highlight only, lateral motion-control track.",12,"hyper-detailed, crystal clear, 8k resolution, ultra realistic, volumetric lighting, rim lighting, creamy bokeh, perfect composition, clean and crisp, intricate textures, realistic reflections, DSLR sharpness",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Texture / detail study: tight detail of rubber stopper texture and seal integrity, low-key selective highlight only, lateral motion-control track.. Quality: hyper-detailed, crystal clear, 8k resolution, ultra realistic, volumetric lighting, rim lighting, creamy bokeh, perfect composition, clean and crisp, intricate textures, realistic reflections, DSLR sharpness. creation motif 290/500 · scene 583. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-291,291,532,"Hybrid, Transition & Special Shots","Special / hybrid shot: clean product shot that slowly fills with soft scientific particle atmosphere. Centered on amber-tinted research vial, clean high-key beauty lighting, extreme macro push-in.",12,"hyper-detailed, crystal clear, 8k resolution, high dynamic range, rich contrast, perfect composition, premium aesthetic, clean and crisp, realistic textures, realistic reflections, DSLR sharpness, professional photography",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Special / hybrid shot: clean product shot that slowly fills with soft scientific particle atmosphere. Centered on amber-tinted research vial, clean high-key beauty lighting, extreme macro push-in.. Quality: hyper-detailed, crystal clear, 8k resolution, high dynamic range, rich contrast, perfect composition, premium aesthetic, clean and crisp, realistic textures, realistic reflections, DSLR sharpness, professional photography. creation motif 291/500 · scene 532. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-292,292,125,Laboratory & Scientific Environments,"Sterile research vial on an organized research bench with minimal tools, hard specular edge light, with soft fabric movement in background, soft focus rack from background to product. [catalog angle 292]",12,"hyper-detailed, crystal clear, photorealistic, cinematic lighting, volumetric lighting, studio lighting, shallow depth of field, elegant framing, premium aesthetic, polished look, high-end commercial look, professional photography",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Sterile research vial on an organized research bench with minimal tools, hard specular edge light, with soft fabric movement in background, soft focus rack from background to product. [catalog angle 292]. Quality: hyper-detailed, crystal clear, photorealistic, cinematic lighting, volumetric lighting, studio lighting, shallow depth of field, elegant framing, premium aesthetic, polished look, high-end commercial look, professional photography. creation motif 292/500 · scene 125. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-293,293,497,Lifestyle & Context (Research-Forward),"Context still life: soft morning light on a tidy surface with the product as quiet focal point. Featuring clear glass research vial, split complementary teal and amber, spiral orbit combined with slow push.",12,"hyper-detailed, crystal clear, hyperrealistic, ultra realistic, volumetric lighting, studio lighting, HDR, perfect exposure, shallow depth of field, elegant framing, soft shadows, high-end commercial look",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Context still life: soft morning light on a tidy surface with the product as quiet focal point. Featuring clear glass research vial, split complementary teal and amber, spiral orbit combined with slow push.. Quality: hyper-detailed, crystal clear, hyperrealistic, ultra realistic, volumetric lighting, studio lighting, HDR, perfect exposure, shallow depth of field, elegant framing, soft shadows, high-end commercial look. creation motif 293/500 · scene 497. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-294,294,426,Lighting & Mood Variations,"Mood lighting study: hard specular edge light catching every glass and liquid detail. Product is precision research pen, captured with subtle handheld micro-movement.",12,"hyper-detailed, crystal clear, hyperrealistic, high dynamic range, HDR, perfect exposure, perfect composition, polished look, refined details, realistic textures, realistic reflections, DSLR sharpness",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Mood lighting study: hard specular edge light catching every glass and liquid detail. Product is precision research pen, captured with subtle handheld micro-movement.. Quality: hyper-detailed, crystal clear, hyperrealistic, high dynamic range, HDR, perfect exposure, perfect composition, polished look, refined details, realistic textures, realistic reflections, DSLR sharpness. creation motif 294/500 · scene 426. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-295,295,159,Molecular & Chemical Structure Visuals,"Translucent electron density cloud of a peptide chain, with dual warm and cool lighting, cool clinical blue-white LED, in clean negative space, low angle tracking slide.",12,"hyper-detailed, crystal clear, cinematic lighting, dramatic lighting, volumetric lighting, soft diffused lighting, studio lighting, high dynamic range, perfect composition, premium aesthetic, ambient occlusion, medium format look",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Translucent electron density cloud of a peptide chain, with dual warm and cool lighting, cool clinical blue-white LED, in clean negative space, low angle tracking slide.. Quality: hyper-detailed, crystal clear, cinematic lighting, dramatic lighting, volumetric lighting, soft diffused lighting, studio lighting, high dynamic range, perfect composition, premium aesthetic, ambient occlusion, medium format look. creation motif 295/500 · scene 159. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-296,296,611,Multi-Product & Collection Arrangements,"Collection arrangement: varying distances creating strong depth with product family, volumetric god rays through haze, with abstract geometric light patterns, fast resolve into locked hero frame. [catalog angle 296]",12,"hyper-detailed, crystal clear, dramatic lighting, rim lighting, shallow depth of field, premium aesthetic, polished look, high fidelity, global illumination, high-end commercial look, medium format look, DSLR sharpness",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Collection arrangement: varying distances creating strong depth with product family, volumetric god rays through haze, with abstract geometric light patterns, fast resolve into locked hero frame. [catalog angle 296]. Quality: hyper-detailed, crystal clear, dramatic lighting, rim lighting, shallow depth of field, premium aesthetic, polished look, high fidelity, global illumination, high-end commercial look, medium format look, DSLR sharpness. creation motif 296/500 · scene 611. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-297,297,62,Product Hero & Macro,"Clear glass research vial gently floating and turning on matte pure white infinity surface, with gentle dry-ice style fog drifting, extreme macro push-in.",12,"hyper-detailed, crystal clear, creamy bokeh, polished look, refined details, high fidelity, realistic textures, global illumination, soft shadows, high-end commercial look, editorial photography style, medium format look",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Clear glass research vial gently floating and turning on matte pure white infinity surface, with gentle dry-ice style fog drifting, extreme macro push-in.. Quality: hyper-detailed, crystal clear, creamy bokeh, polished look, refined details, high fidelity, realistic textures, global illumination, soft shadows, high-end commercial look, editorial photography style, medium format look. creation motif 297/500 · scene 062. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-298,298,264,"Production, Process & Manufacturing","Stylized research process: final labeling and sealing with mechanical elegance, soft bounce from below, with delicate condensation on glass, vertical rise from base to top. [catalog angle 298]",12,"hyper-detailed, ultra sharp, 8k resolution, hyperrealistic, soft diffused lighting, perfect exposure, shallow depth of field, perfect composition, elegant framing, intricate textures, realistic reflections, editorial photography style",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Stylized research process: final labeling and sealing with mechanical elegance, soft bounce from below, with delicate condensation on glass, vertical rise from base to top. [catalog angle 298]. Quality: hyper-detailed, ultra sharp, 8k resolution, hyperrealistic, soft diffused lighting, perfect exposure, shallow depth of field, perfect composition, elegant framing, intricate textures, realistic reflections, editorial photography style. creation motif 298/500 · scene 264. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-299,299,360,Signature Camera Moves & Dynamic Angles,"Camera focused: subtle dutch angle that gently corrects to level. Subject is sterile research vial, hard specular edge light, with soft fabric movement in background.",12,"hyper-detailed, ultra sharp, 8k resolution, volumetric lighting, rim lighting, HDR, rich contrast, perfect composition, premium aesthetic, detailed surface texture, soft shadows, professional photography",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Camera focused: subtle dutch angle that gently corrects to level. Subject is sterile research vial, hard specular edge light, with soft fabric movement in background.. Quality: hyper-detailed, ultra sharp, 8k resolution, volumetric lighting, rim lighting, HDR, rich contrast, perfect composition, premium aesthetic, detailed surface texture, soft shadows, professional photography. creation motif 299/500 · scene 360. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-300,300,461,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: dark background with single product and high-contrast white kinetic lettering. Subject precision research pen, volumetric god rays through haze.",12,"hyper-detailed, ultra sharp, photorealistic, ultra realistic, dramatic lighting, HDR, perfect exposure, shallow depth of field, elegant framing, ambient occlusion, high-end commercial look, medium format look",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Overlay-optimized composition: dark background with single product and high-contrast white kinetic lettering. Subject precision research pen, volumetric god rays through haze.. Quality: hyper-detailed, ultra sharp, photorealistic, ultra realistic, dramatic lighting, HDR, perfect exposure, shallow depth of field, elegant framing, ambient occlusion, high-end commercial look, medium format look. creation motif 300/500 · scene 461. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-301,301,319,"Abstract, Artistic & Cinematic Science","Product resting in field of soft floating geometric shapes, featuring research pen with visible liquid barrel, soft bounce from below, vertical rise from base to top.",12,"hyper-detailed, ultra sharp, photorealistic, rim lighting, HDR, perfect exposure, clean and crisp, realistic textures, intricate textures, global illumination, editorial photography style, DSLR sharpness",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Product resting in field of soft floating geometric shapes, featuring research pen with visible liquid barrel, soft bounce from below, vertical rise from base to top.. Quality: hyper-detailed, ultra sharp, photorealistic, rim lighting, HDR, perfect exposure, clean and crisp, realistic textures, intricate textures, global illumination, editorial photography style, DSLR sharpness. creation motif 301/500 · scene 319. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-302,302,565,Extreme Detail & Texture Studies,"Texture / detail study: close study of the pen plunger mechanism and internal components, warm golden hour side light, locked-off static with internal motion only.",12,"hyper-detailed, ultra sharp, hyperrealistic, volumetric lighting, studio lighting, perfect exposure, intricate textures, detailed surface texture, ambient occlusion, realistic reflections, editorial photography style, DSLR sharpness",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Texture / detail study: close study of the pen plunger mechanism and internal components, warm golden hour side light, locked-off static with internal motion only.. Quality: hyper-detailed, ultra sharp, hyperrealistic, volumetric lighting, studio lighting, perfect exposure, intricate textures, detailed surface texture, ambient occlusion, realistic reflections, editorial photography style, DSLR sharpness. creation motif 302/500 · scene 565. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-303,303,516,"Hybrid, Transition & Special Shots","Special / hybrid shot: match-cut ready product rotation perfectly synchronized for molecular model cut. Centered on pre-filled research pen, soft rim light from behind, slow 360° orbit at eye level.",12,"hyper-detailed, ultra sharp, ultra realistic, soft diffused lighting, studio lighting, high dynamic range, creamy bokeh, elegant framing, clean and crisp, intricate textures, high-end commercial look, professional photography",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Special / hybrid shot: match-cut ready product rotation perfectly synchronized for molecular model cut. Centered on pre-filled research pen, soft rim light from behind, slow 360° orbit at eye level.. Quality: hyper-detailed, ultra sharp, ultra realistic, soft diffused lighting, studio lighting, high dynamic range, creamy bokeh, elegant framing, clean and crisp, intricate textures, high-end commercial look, professional photography. creation motif 303/500 · scene 516. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-304,304,130,Laboratory & Scientific Environments,"Research vial lying on its side during a careful visual inspection against light, warm under-light glow, with almost no shadow, pure beauty light, slow pull-out revealing environment. [catalog angle 304]",12,"hyper-detailed, ultra sharp, dramatic lighting, volumetric lighting, studio lighting, high dynamic range, perfect composition, refined details, realistic textures, global illumination, ambient occlusion, realistic reflections",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Research vial lying on its side during a careful visual inspection against light, warm under-light glow, with almost no shadow, pure beauty light, slow pull-out revealing environment. [catalog angle 304]. Quality: hyper-detailed, ultra sharp, dramatic lighting, volumetric lighting, studio lighting, high dynamic range, perfect composition, refined details, realistic textures, global illumination, ambient occlusion, realistic reflections. creation motif 304/500 · scene 130. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-305,305,489,Lifestyle & Context (Research-Forward),"Context still life: bright airy interior with product catching soft directional daylight. Featuring research pen with visible liquid barrel, cool overhead fluorescent lab feel, extreme high angle looking straight down.",12,"hyper-detailed, ultra sharp, studio lighting, high dynamic range, shallow depth of field, clean and crisp, realistic textures, detailed surface texture, ambient occlusion, soft shadows, editorial photography style, DSLR sharpness",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Context still life: bright airy interior with product catching soft directional daylight. Featuring research pen with visible liquid barrel, cool overhead fluorescent lab feel, extreme high angle looking straight down.. Quality: hyper-detailed, ultra sharp, studio lighting, high dynamic range, shallow depth of field, clean and crisp, realistic textures, detailed surface texture, ambient occlusion, soft shadows, editorial photography style, DSLR sharpness. creation motif 305/500 · scene 489. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-306,306,406,Lighting & Mood Variations,"Mood lighting study: hard specular edge light catching every glass and liquid detail. Product is precision research pen, captured with slow 360° orbit at eye level.",12,"hyper-detailed, 8k resolution, photorealistic, ultra realistic, soft diffused lighting, studio lighting, high dynamic range, rich contrast, clean and crisp, high fidelity, ambient occlusion, medium format look",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Mood lighting study: hard specular edge light catching every glass and liquid detail. Product is precision research pen, captured with slow 360° orbit at eye level.. Quality: hyper-detailed, 8k resolution, photorealistic, ultra realistic, soft diffused lighting, studio lighting, high dynamic range, rich contrast, clean and crisp, high fidelity, ambient occlusion, medium format look. creation motif 306/500 · scene 406. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-307,307,149,Molecular & Chemical Structure Visuals,"Wireframe structure with glowing edges of a peptide chain, with dual warm and cool lighting, soft bounce from below, with delicate condensation on glass, vertical rise from base to top.",12,"hyper-detailed, 8k resolution, photorealistic, HDR, perfect exposure, creamy bokeh, elegant framing, intricate textures, detailed surface texture, ambient occlusion, editorial photography style, professional photography",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Wireframe structure with glowing edges of a peptide chain, with dual warm and cool lighting, soft bounce from below, with delicate condensation on glass, vertical rise from base to top.. Quality: hyper-detailed, 8k resolution, photorealistic, HDR, perfect exposure, creamy bokeh, elegant framing, intricate textures, detailed surface texture, ambient occlusion, editorial photography style, professional photography. creation motif 307/500 · scene 149. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-308,308,603,Multi-Product & Collection Arrangements,"Collection arrangement: geometric grid of multiple research units on clean surface, dramatic single hard key light, with subtle floating dust motes in light beams, gentle top-down descending crane.",12,"hyper-detailed, 8k resolution, hyperrealistic, volumetric lighting, creamy bokeh, perfect composition, refined details, intricate textures, global illumination, ambient occlusion, soft shadows, medium format look",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Collection arrangement: geometric grid of multiple research units on clean surface, dramatic single hard key light, with subtle floating dust motes in light beams, gentle top-down descending crane.. Quality: hyper-detailed, 8k resolution, hyperrealistic, volumetric lighting, creamy bokeh, perfect composition, refined details, intricate textures, global illumination, ambient occlusion, soft shadows, medium format look. creation motif 308/500 · scene 603. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-309,309,41,Product Hero & Macro,"Extreme macro of pre-filled research pen on textured slate, volumetric god rays through haze, fast resolve into locked hero frame. [catalog angle 309]",12,"hyper-detailed, 8k resolution, ultra realistic, soft diffused lighting, rich contrast, creamy bokeh, clean and crisp, detailed surface texture, global illumination, soft shadows, editorial photography style, medium format look",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Extreme macro of pre-filled research pen on textured slate, volumetric god rays through haze, fast resolve into locked hero frame. [catalog angle 309]. Quality: hyper-detailed, 8k resolution, ultra realistic, soft diffused lighting, rich contrast, creamy bokeh, clean and crisp, detailed surface texture, global illumination, soft shadows, editorial photography style, medium format look. creation motif 309/500 · scene 041. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-310,310,235,"Production, Process & Manufacturing","Stylized research process: rhythmic montage of clean process steps, hard specular edge light, with soft fabric movement in background, soft focus rack from background to product. [catalog angle 310]",12,"hyper-detailed, 8k resolution, dramatic lighting, volumetric lighting, rich contrast, perfect composition, polished look, clean and crisp, high fidelity, detailed surface texture, soft shadows, editorial photography style",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Stylized research process: rhythmic montage of clean process steps, hard specular edge light, with soft fabric movement in background, soft focus rack from background to product. [catalog angle 310]. Quality: hyper-detailed, 8k resolution, dramatic lighting, volumetric lighting, rich contrast, perfect composition, polished look, clean and crisp, high fidelity, detailed surface texture, soft shadows, editorial photography style. creation motif 310/500 · scene 235. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-311,311,338,Signature Camera Moves & Dynamic Angles,"Camera focused: top-down crane descending slowly onto a precise flat-lay. Subject is sealed peptide vial with rubber stopper, dramatic single hard key light, with subtle floating dust motes in light beams.",12,"hyper-detailed, 8k resolution, rim lighting, high dynamic range, HDR, shallow depth of field, creamy bokeh, perfect composition, ambient occlusion, realistic reflections, medium format look, professional photography",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Camera focused: top-down crane descending slowly onto a precise flat-lay. Subject is sealed peptide vial with rubber stopper, dramatic single hard key light, with subtle floating dust motes in light beams.. Quality: hyper-detailed, 8k resolution, rim lighting, high dynamic range, HDR, shallow depth of field, creamy bokeh, perfect composition, ambient occlusion, realistic reflections, medium format look, professional photography. creation motif 311/500 · scene 338. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-312,312,448,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: side-by-side layout ready: product left, kinetic text area right. Subject sealed peptide vial with rubber stopper, practical small LED panel visible in frame.",12,"hyper-detailed, photorealistic, hyperrealistic, dramatic lighting, rim lighting, premium aesthetic, clean and crisp, refined details, global illumination, medium format look, DSLR sharpness, professional photography",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Overlay-optimized composition: side-by-side layout ready: product left, kinetic text area right. Subject sealed peptide vial with rubber stopper, practical small LED panel visible in frame.. Quality: hyper-detailed, photorealistic, hyperrealistic, dramatic lighting, rim lighting, premium aesthetic, clean and crisp, refined details, global illumination, medium format look, DSLR sharpness, professional photography. creation motif 312/500 · scene 448. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-313,313,275,"Abstract, Artistic & Cinematic Science","Soft bokeh light circles drifting past sharp product, featuring research vial lying on its side, hard specular edge light, soft focus rack from background to product.",12,"hyper-detailed, photorealistic, ultra realistic, volumetric lighting, soft diffused lighting, elegant framing, premium aesthetic, refined details, realistic textures, intricate textures, ambient occlusion, medium format look",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Soft bokeh light circles drifting past sharp product, featuring research vial lying on its side, hard specular edge light, soft focus rack from background to product.. Quality: hyper-detailed, photorealistic, ultra realistic, volumetric lighting, soft diffused lighting, elegant framing, premium aesthetic, refined details, realistic textures, intricate textures, ambient occlusion, medium format look. creation motif 313/500 · scene 275. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
PBVita-Reel-314,314,584,Extreme Detail & Texture Studies,"Texture / detail study: macro of printed label ink and paper fiber under soft light, soft bounce from below, vertical rise from base to top.",12,"hyper-detailed, photorealistic, cinematic lighting, high dynamic range, elegant framing, premium aesthetic, clean and crisp, high fidelity, soft shadows, realistic reflections, editorial photography style, professional photography",9:16,8,1080p,grok-imagine-image-2.0,grok-imagine-video-1.5,"Photoreal vertical 9:16 Palm Beach Vitality laboratory research catalog film, chemical research material only, premium American research aesthetic, no people, no faces, no hands, no needles, no injection, no clinic, no gym, no lifestyle, no wellness claims, no nicknames. Scene: Texture / detail study: macro of printed label ink and paper fiber under soft light, soft bounce from below, vertical rise from base to top.. Quality: hyper-detailed, photorealistic, cinematic lighting, high dynamic range, elegant framing, premium aesthetic, clean and crisp, high fidelity, soft shadows, realistic reflections, editorial photography style, professional photography. creation motif 314/500 · scene 584. Keep product identity and any on-screen research typography sharp and unchanged. For laboratory research use only. Not for human use or consumption.",Active,0,
