lab_item_id,rank,category,scene_setting,environment_bucket,lab_item,material_detail,surface,lighting,camera_move,status,times_used,last_used_at,color_grade,hero_style,compound_name,shot_family,framing
SCN-080,80,shaded_picnic_table_under_trees,Shaded picnic table under trees,garden_outdoor_home,"Lifestyle wellness world: Shaded picnic table under trees. Coastal living brochure energy: A vertical 9:16 composition builds around a thoughtfully arranged wellness still-life with premium empty space for the eye to rest. Negative space breathes; nothing feels cluttered or prop-dumped. Ground the image on soft limestone with coastal texture with candle-warm evening practicals plus cool window fill. Let the place lead, then reward the eye with one quiet product focal point. This is outdoor/home atmosphere for Palm Beach Vitality — not a cleanroom, not a bench dump, not a sterile lab. Keep the space unoccupied by people or procedure props. Do not print scene titles, captions, hex codes, watermarks, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Shaded picnic table under trees. Environment bucket: garden outdoor home. Focal — a thoughtfully arranged wellness still-life with premium empty space for the eye to rest. Surface soft limestone with coastal texture; lighting candle-warm evening practicals plus cool window fill. Negative space breathes; nothing feels cluttered or prop-dumped. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",soft limestone with coastal texture,candle-warm evening practicals plus cool window fill,"creeping overhead descend straight down from already plan-view into true top-down 90 degrees composition, path is a straight vertical drop only, then hold",Active,0,,golden-hour amber grade restrained by true skin-free neutrals,environment-first lifestyle still with quiet product presence,,top_down,overhead geometric catalog composition at true top-down 90 degrees
SCN-081,81,calm_lagoon_shoreline,Calm lagoon shoreline,beach_coast,"Wide establishing energy: Place the story in Calm lagoon shoreline, then lock focus on a research pen and vial pair arranged with intentional negative space. Color story stays natural: greens, sand, linen, ocean glass. Surface language is sun-bleached linen and pale stone; light language is sunrise rim light with gentle haze. Let the place lead, then reward the eye with one quiet product focal point. Sell modern health-and-wellness atmosphere with subtle research-product presence for Palm Beach Vitality. Photoreal only. No occupants, no medical theater. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'Tirzepatide' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Calm lagoon shoreline. Environment bucket: beach coast. Focal — a research pen and vial pair arranged with intentional negative space. Surface sun-bleached linen and pale stone; lighting sunrise rim light with gentle haze. Color story stays natural: greens, sand, linen, ocean glass. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",sun-bleached linen and pale stone,sunrise rim light with gentle haze,"slow tilt-up from base flange to eye level at low-angle power pose, pivot only (tilt up only) — camera body does not truck around subject, then hold",Active,0,,soft morning pastel grade with clean whites,macro-to-environment storytelling frame,Tirzepatide,tilt_up,low-angle power pose looking upward; starts on base flange
SCN-082,82,rolling_farmland_path_at_golden_hour,Rolling farmland path at golden hour,forest_nature,"Intimate cinematic entry: Health and wellness lifestyle scene. Setting — Rolling farmland path at golden hour. The frame discovers a sealed research pen resting like a premium design object beside wellness props. Color story stays natural: greens, sand, linen, ocean glass. Everything sits on soft limestone with coastal texture under dappled leaf-filtered sunlight, materials behaving like physics not CGI. Make the still exciting enough that a slow camera move feels like entering a world. Palm Beach Vitality premium wellness-world storytelling — exciting, calm, and never a laboratory set. Empty of people; no clinical procedure staging. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly '5-Amino-1MQ' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Rolling farmland path at golden hour. Environment bucket: forest nature. Focal — a sealed research pen resting like a premium design object beside wellness props. Surface soft limestone with coastal texture; lighting dappled leaf-filtered sunlight. Color story stays natural: greens, sand, linen, ocean glass. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",soft limestone with coastal texture,dappled leaf-filtered sunlight,"slow tilt-down from top badge onto the subject at high looking down, pivot only (tilt down only) — no lateral looping path, then hold",Active,0,,"editorial lifestyle catalog grade, high clarity, low drama",premium coastal lifestyle direction,5-Amino-1MQ,tilt_down,high looking down; starts at top badge then tips down onto product
SCN-083,83,minimalist_loft_with_exposed_beams,Minimalist loft with exposed beams,home_interior,"Lifestyle wellness world: Minimalist loft with exposed beams. Architectural reveal: A vertical 9:16 composition builds around an elegant research vial on a stone coaster, label facing camera once only. Condensation beads map a gentle gradient on a cold glass of citrus water in bokeh. Ground the image on matte ceramic tile with spa-calm tone with dappled leaf-filtered sunlight. Compose as a vertical 9:16 hero still that could open a premium Instagram reel. This is outdoor/home atmosphere for Palm Beach Vitality — not a cleanroom, not a bench dump, not a sterile lab. Keep the space unoccupied by people or procedure props. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'AOD-9604' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Minimalist loft with exposed beams. Environment bucket: home interior. Focal — an elegant research vial on a stone coaster, label facing camera once only. Surface matte ceramic tile with spa-calm tone; lighting dappled leaf-filtered sunlight. Condensation beads map a gentle gradient on a cold glass of citrus water in bokeh. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",matte ceramic tile with spa-calm tone,dappled leaf-filtered sunlight,"extreme macro on metal microtexture at macro flat-on, razor shallow depth of field, creeping tiny forward drift only, then hard hold",Active,0,,cool blue-hour coastal grade with warm interior accents,calm spa-adjacent home still without clinical cues,AOD-9604,macro_detail,tight crop on metal microtexture; macro flat-on macro
SCN-084,84,tropical_resort_style_cabana_no_medical_spa,Tropical resort-style cabana (no medical spa),garden_outdoor_home,"Quiet lifestyle tableau: Place the story in Tropical resort-style cabana (no medical spa), then lock focus on a sealed research pen resting like a premium design object beside wellness props. Negative space breathes; nothing feels cluttered or prop-dumped. Surface language is cool marble with gentle veining; light language is blue-hour cool ambient with warm practical pools. Prioritize photoreal materials: wood grain, linen weave, glass weight, sand, foliage. Sell modern health-and-wellness atmosphere with subtle research-product presence for Palm Beach Vitality. Photoreal only. No occupants, no medical theater. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'BPC-157' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Tropical resort-style cabana (no medical spa). Environment bucket: garden outdoor home. Focal — a sealed research pen resting like a premium design object beside wellness props. Surface cool marble with gentle veining; lighting blue-hour cool ambient with warm practical pools. Negative space breathes; nothing feels cluttered or prop-dumped. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",cool marble with gentle veining,blue-hour cool ambient with warm practical pools,"slow crane-down from high front to settled hero (high three-quarter to eye-level), path is a straight descending line (straight descending crane), then hold",Active,0,,"fresh green outdoor grade, natural and airy",calm spa-adjacent home still without clinical cues,BPC-157,crane_settle,"starts high front, settles to high three-quarter to eye-level"
SCN-085,85,elevated_coastal_trail_with_sea_breeze,Elevated coastal trail with sea breeze,beach_coast,"Golden-hour atmosphere: Health and wellness lifestyle scene. Setting — Elevated coastal trail with sea breeze. The frame discovers a sealed research pen resting like a premium design object beside wellness props. Negative space breathes; nothing feels cluttered or prop-dumped. Everything sits on weathered teak decking under crisp morning window light with specular glass highlights, materials behaving like physics not CGI. Make the still exciting enough that a slow camera move feels like entering a world. Palm Beach Vitality premium wellness-world storytelling — exciting, calm, and never a laboratory set. Empty of people; no clinical procedure staging. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'BPC-157/TB-500' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Elevated coastal trail with sea breeze. Environment bucket: beach coast. Focal — a sealed research pen resting like a premium design object beside wellness props. Surface weathered teak decking; lighting crisp morning window light with specular glass highlights. Negative space breathes; nothing feels cluttered or prop-dumped. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",weathered teak decking,crisp morning window light with specular glass highlights,"slow straight push-out from tight port crop to full product at eye-level, path is a straight retreat only (straight backward), then hold",Active,0,,golden-hour amber grade restrained by true skin-free neutrals,premium coastal lifestyle direction,BPC-157/TB-500,push_out,"starts tight port crop, ends full product in frame at eye-level"
SCN-086,86,hidden_waterfall_pool_in_the_woods,Hidden waterfall pool in the woods,forest_nature,"Lifestyle wellness world: Hidden waterfall pool in the woods. Fresh morning clarity: A vertical 9:16 composition builds around an elegant research vial on a stone coaster, label facing camera once only. Depth builds with foreground blur, mid-ground hero, soft background atmosphere. Ground the image on warm natural wood with soft grain with twilight gradient sky wash. Make the still exciting enough that a slow camera move feels like entering a world. This is outdoor/home atmosphere for Palm Beach Vitality — not a cleanroom, not a bench dump, not a sterile lab. Keep the space unoccupied by people or procedure props. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'Cagrilinitide' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Hidden waterfall pool in the woods. Environment bucket: forest nature. Focal — an elegant research vial on a stone coaster, label facing camera once only. Surface warm natural wood with soft grain; lighting twilight gradient sky wash. Depth builds with foreground blur, mid-ground hero, soft background atmosphere. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",warm natural wood with soft grain,twilight gradient sky wash,"soft pedestal up a few centimeters from chest height at eye-level, lighting wrap shifts on edges, no sideways travel (straight up pedestal), then hold",Active,0,,golden-hour amber grade restrained by true skin-free neutrals,editorial wellness catalog frame,Cagrilinitide,pedestal_up,catalog hero at eye-level; pedestal rises from chest height
SCN-087,87,bright_sunroom_filled_with_greenery,Bright sunroom filled with greenery,home_interior,"Editorial wellness frame: Place the story in Bright sunroom filled with greenery, then lock focus on a single crimped-seal rubber-septum research vial catching soft rim light on a natural surface. Reflections stay honest — no cloned second hero object. Surface language is soft limestone with coastal texture; light language is soft overcast diffusion, even and flattering. Make the still exciting enough that a slow camera move feels like entering a world. Sell modern health-and-wellness atmosphere with subtle research-product presence for Palm Beach Vitality. Photoreal only. No occupants, no medical theater. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'CJC' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Bright sunroom filled with greenery. Environment bucket: home interior. Focal — a single crimped-seal rubber-septum research vial catching soft rim light on a natural surface. Surface soft limestone with coastal texture; lighting soft overcast diffusion, even and flattering. Reflections stay honest — no cloned second hero object. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",soft limestone with coastal texture,"soft overcast diffusion, even and flattering","soft pedestal down a few centimeters from upper third at eye-level, lighting wrap shifts on edges, no sideways travel (straight down pedestal), then hold",Active,0,,"editorial lifestyle catalog grade, high clarity, low drama",macro-to-environment storytelling frame,CJC,pedestal_down,catalog hero at eye-level; pedestal settles from upper third
SCN-088,88,sun_drenched_wooden_deck,Sun-drenched wooden deck,garden_outdoor_home,"Coastal living brochure energy: Health and wellness lifestyle scene. Setting — Sun-drenched wooden deck. The frame discovers natural textures and one quiet branded research product detail in soft focus mid-ground. A soft breeze is implied by fabric and leaf motion cues at the edge of frame. Everything sits on woven natural fiber rug over hardwood under candle-warm evening practicals plus cool window fill, materials behaving like physics not CGI. Make the still exciting enough that a slow camera move feels like entering a world. Palm Beach Vitality premium wellness-world storytelling — exciting, calm, and never a laboratory set. Empty of people; no clinical procedure staging. Do not print scene titles, captions, hex codes, watermarks, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Sun-drenched wooden deck. Environment bucket: garden outdoor home. Focal — natural textures and one quiet branded research product detail in soft focus mid-ground. Surface woven natural fiber rug over hardwood; lighting candle-warm evening practicals plus cool window fill. A soft breeze is implied by fabric and leaf motion cues at the edge of frame. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",woven natural fiber rug over hardwood,candle-warm evening practicals plus cool window fill,"short side-profile track brief lateral left to right from near-profile at true side profile left, then settle and hard hold — brief lateral only, never a full circle",Active,0,,"editorial lifestyle catalog grade, high clarity, low drama",macro-to-environment storytelling frame,,profile_ltr,"true side profile left; starts near-profile, settles after short track"
SCN-089,89,wide_open_beach_at_soft_sunset,Wide open beach at soft sunset,beach_coast,"Lifestyle wellness world: Wide open beach at soft sunset. Wide establishing energy: A vertical 9:16 composition builds around an elegant research vial on a stone coaster, label facing camera once only. Depth builds with foreground blur, mid-ground hero, soft background atmosphere. Ground the image on sand-toned stone pavers with sunrise rim light with gentle haze. Prioritize photoreal materials: wood grain, linen weave, glass weight, sand, foliage. This is outdoor/home atmosphere for Palm Beach Vitality — not a cleanroom, not a bench dump, not a sterile lab. Keep the space unoccupied by people or procedure props. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'DSIP' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Wide open beach at soft sunset. Environment bucket: beach coast. Focal — an elegant research vial on a stone coaster, label facing camera once only. Surface sand-toned stone pavers; lighting sunrise rim light with gentle haze. Depth builds with foreground blur, mid-ground hero, soft background atmosphere. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",sand-toned stone pavers,sunrise rim light with gentle haze,"short side-profile track brief lateral right to left from near-profile at true side profile right, then settle and hard hold — brief lateral only, never a full circle",Active,0,,"fresh green outdoor grade, natural and airy",environment-first lifestyle still with quiet product presence,DSIP,profile_rtl,"true side profile right; starts near-profile, settles after short track"
SCN-090,90,quiet_country_road_lined_with_trees,Quiet country road lined with trees,forest_nature,"Intimate cinematic entry: Place the story in Quiet country road lined with trees, then lock focus on an elegant research vial on a stone coaster, label facing camera once only. Long shadows cut a clean diagonal across the composition. Surface language is sand-toned stone pavers; light language is soft overcast diffusion, even and flattering. Compose as a vertical 9:16 hero still that could open a premium Instagram reel. Sell modern health-and-wellness atmosphere with subtle research-product presence for Palm Beach Vitality. Photoreal only. No occupants, no medical theater. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'GHK-Cu' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Quiet country road lined with trees. Environment bucket: forest nature. Focal — an elegant research vial on a stone coaster, label facing camera once only. Surface sand-toned stone pavers; lighting soft overcast diffusion, even and flattering. Long shadows cut a clean diagonal across the composition. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",sand-toned stone pavers,"soft overcast diffusion, even and flattering","handheld-stable micro drift micro forward drift from loose mid-shot at eye-level documentary, scientific documentary energy, then hold — no circling path",Active,0,,"editorial lifestyle catalog grade, high clarity, low drama",calm spa-adjacent home still without clinical cues,GHK-Cu,doc_drift,"documentary loose mid-shot at eye-level documentary, slightly imperfect stability"
SCN-091,91,soft_rug_on_hardwood_floor_for_stretching,Soft rug on hardwood floor for stretching,home_interior,"Architectural reveal: Health and wellness lifestyle scene. Setting — Soft rug on hardwood floor for stretching. The frame discovers an elegant research vial on a stone coaster, label facing camera once only. Reflections stay honest — no cloned second hero object. Everything sits on soft limestone with coastal texture under candle-warm evening practicals plus cool window fill, materials behaving like physics not CGI. Use negative space generously so the lifestyle setting feels expansive. Palm Beach Vitality premium wellness-world storytelling — exciting, calm, and never a laboratory set. Empty of people; no clinical procedure staging. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'GLOW' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Soft rug on hardwood floor for stretching. Environment bucket: home interior. Focal — an elegant research vial on a stone coaster, label facing camera once only. Surface soft limestone with coastal texture; lighting candle-warm evening practicals plus cool window fill. Reflections stay honest — no cloned second hero object. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",soft limestone with coastal texture,candle-warm evening practicals plus cool window fill,"short vertical lift from lower body then lock off on the label plane at label-plane flat, straight rise only (straight up to label lock), then hold",Active,0,,cool blue-hour coastal grade with warm interior accents,macro-to-environment storytelling frame,GLOW,label_rise,ends locked on label/typography plane at label-plane flat
SCN-092,92,soft_evening_light_on_a_screened_porch,Soft evening light on a screened porch,garden_outdoor_home,"Lifestyle wellness world: Soft evening light on a screened porch. Quiet lifestyle tableau: A vertical 9:16 composition builds around a small clear research vial and matching carton silhouette staged as quiet product jewelry. Condensation beads map a gentle gradient on a cold glass of citrus water in bokeh. Ground the image on soft limestone with coastal texture with bright airy daylight through sheer curtains. Prioritize photoreal materials: wood grain, linen weave, glass weight, sand, foliage. This is outdoor/home atmosphere for Palm Beach Vitality — not a cleanroom, not a bench dump, not a sterile lab. Keep the space unoccupied by people or procedure props. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'KLOW' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Soft evening light on a screened porch. Environment bucket: garden outdoor home. Focal — a small clear research vial and matching carton silhouette staged as quiet product jewelry. Surface soft limestone with coastal texture; lighting bright airy daylight through sheer curtains. Condensation beads map a gentle gradient on a cold glass of citrus water in bokeh. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",soft limestone with coastal texture,bright airy daylight through sheer curtains,"very slow push-in from room-context wide into subject-dominant frame at eye-level wide, straight forward path only (straight forward into subject), then hold",Active,0,,cool blue-hour coastal grade with warm interior accents,macro-to-environment storytelling frame,KLOW,wide_env,starts room-context wide; subject becomes dominant at eye-level wide
SCN-093,93,rocky_desert_path_at_sunset,Rocky desert path at sunset,forest_nature,"Golden-hour atmosphere: Place the story in Rocky desert path at sunset, then lock focus on a single crimped-seal rubber-septum research vial catching soft rim light on a natural surface. Condensation beads map a gentle gradient on a cold glass of citrus water in bokeh. Surface language is sun-bleached linen and pale stone; light language is bright airy daylight through sheer curtains. Use negative space generously so the lifestyle setting feels expansive. Sell modern health-and-wellness atmosphere with subtle research-product presence for Palm Beach Vitality. Photoreal only. No occupants, no medical theater. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'KPV' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Rocky desert path at sunset. Environment bucket: forest nature. Focal — a single crimped-seal rubber-septum research vial catching soft rim light on a natural surface. Surface sun-bleached linen and pale stone; lighting bright airy daylight through sheer curtains. Condensation beads map a gentle gradient on a cold glass of citrus water in bokeh. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",sun-bleached linen and pale stone,bright airy daylight through sheer curtains,"locked offset composition with subject subject far left third at eye-level, locked with breath subtle breathing push-in only, negative space on right, then hold",Active,0,,cool blue-hour coastal grade with warm interior accents,architecture-and-atmosphere establishing shot,KPV,offset_left,"subject far left third, negative space opposite, eye-level"
SCN-094,94,plant_filled_corner_of_a_bright_bedroom,Plant-filled corner of a bright bedroom,home_interior,"Fresh morning clarity: Health and wellness lifestyle scene. Setting — Plant-filled corner of a bright bedroom. The frame discovers a small clear research vial and matching carton silhouette staged as quiet product jewelry. A single shaft of sunlight picks out the product shoulder without looking staged. Everything sits on soft limestone with coastal texture under candle-warm evening practicals plus cool window fill, materials behaving like physics not CGI. Compose as a vertical 9:16 hero still that could open a premium Instagram reel. Palm Beach Vitality premium wellness-world storytelling — exciting, calm, and never a laboratory set. Empty of people; no clinical procedure staging. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'Melanotan 2' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Plant-filled corner of a bright bedroom. Environment bucket: home interior. Focal — a small clear research vial and matching carton silhouette staged as quiet product jewelry. Surface soft limestone with coastal texture; lighting candle-warm evening practicals plus cool window fill. A single shaft of sunlight picks out the product shoulder without looking staged. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",soft limestone with coastal texture,candle-warm evening practicals plus cool window fill,"locked offset composition with subject subject far right third at eye-level, locked with breath subtle breathing push-in only, negative space on left, then hold",Active,0,,soft morning pastel grade with clean whites,architecture-and-atmosphere establishing shot,Melanotan 2,offset_right,"subject far right third, negative space opposite, eye-level"
SCN-095,95,soft_hillside_trail_overlooking_a_valley,Soft hillside trail overlooking a valley,forest_nature,"Lifestyle wellness world: Soft hillside trail overlooking a valley. Editorial wellness frame: A vertical 9:16 composition builds around a sealed research pen resting like a premium design object beside wellness props. A soft breeze is implied by fabric and leaf motion cues at the edge of frame. Ground the image on weathered teak decking with hard midday sun softened by open shade. Compose as a vertical 9:16 hero still that could open a premium Instagram reel. This is outdoor/home atmosphere for Palm Beach Vitality — not a cleanroom, not a bench dump, not a sterile lab. Keep the space unoccupied by people or procedure props. If any vial, pen, carton panel, or plaque shows a product name, it must read exactly 'MOTS-C' only — never invent other compound names, and never add research-use disclaimer lines on the label. Do not print scene titles, captions, hex codes, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Soft hillside trail overlooking a valley. Environment bucket: forest nature. Focal — a sealed research pen resting like a premium design object beside wellness props. Surface weathered teak decking; lighting hard midday sun softened by open shade. A soft breeze is implied by fabric and leaf motion cues at the edge of frame. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",weathered teak decking,hard midday sun softened by open shade,"slow low dolly-in from low wide at low-angle, straight forward path only (straight forward low), then hold",Active,0,,cool blue-hour coastal grade with warm interior accents,macro-to-environment storytelling frame,MOTS-C,dolly_in_low,low approach from low wide at low-angle
SCN-096,96,minimalist_entryway_with_plants_and_natural_wood,Minimalist entryway with plants and natural wood,home_interior,"Coastal living brochure energy: Place the story in Minimalist entryway with plants and natural wood, then lock focus on natural textures and one quiet branded research product detail in soft focus mid-ground. Negative space breathes; nothing feels cluttered or prop-dumped. Surface language is cool marble with gentle veining; light language is dappled leaf-filtered sunlight. Compose as a vertical 9:16 hero still that could open a premium Instagram reel. Sell modern health-and-wellness atmosphere with subtle research-product presence for Palm Beach Vitality. Photoreal only. No occupants, no medical theater. Do not print scene titles, captions, hex codes, watermarks, or legal footnotes anywhere in frame. Absolutely no burn-in text, lower thirds, watermarks, or readable signage except an optional exact research compound label printed once only. NO DOUBLES: never tile, stack, or repeat any text, diagram, or prop.","Scene setting (exact): Minimalist entryway with plants and natural wood. Environment bucket: home interior. Focal — natural textures and one quiet branded research product detail in soft focus mid-ground. Surface cool marble with gentle veining; lighting dappled leaf-filtered sunlight. Negative space breathes; nothing feels cluttered or prop-dumped. Keep the scene photoreal, lifestyle-forward, and vertically composed. No lab benches, cleanrooms, or clinical spa treatments as the main set. No watermarks, captions, scene titles, or codes burned into the frame.",cool marble with gentle veining,dappled leaf-filtered sunlight,"slow high dolly-in from high wide at slight-high, straight forward path only (straight forward high), then hold",Active,0,,"editorial lifestyle catalog grade, high clarity, low drama",macro-to-environment storytelling frame,,dolly_in_high,high approach from high wide at slight-high
