scene_id,category,scene_brief,status,times_used,last_used_at
351,Signature Camera Moves & Dynamic Angles,"Camera focused: reverse orbit starting tight and pulling out to full environment. Subject is precision research pen, soft rim light from behind, with soft particle haze.",Active,0,
352,Signature Camera Moves & Dynamic Angles,"Camera focused: match-cut ready rotation that can sync with molecular model. Subject is amber-tinted research vial, clean high-key beauty lighting, with gentle dry-ice style fog drifting.",Active,0,
353,Signature Camera Moves & Dynamic Angles,"Camera focused: soft rack focus from background lab elements onto sharp product. Subject is dual research pens side by side, dramatic single hard key light, with subtle floating dust motes in light beams.",Active,0,
354,Signature Camera Moves & Dynamic Angles,"Camera focused: continuous incomplete spiral that never finishes a full circle. Subject is single research pen standing upright, cool clinical blue-white LED, in clean negative space.",Active,0,
355,Signature Camera Moves & Dynamic Angles,"Camera focused: locked product with layered parallax background drift. Subject is research vial lying on its side, warm golden hour side light, with soft bokeh circles drifting past.",Active,0,
356,Signature Camera Moves & Dynamic Angles,"Camera focused: slow elegant 360° orbit around the product at eye level. Subject is pre-filled research pen, soft diffused overhead, with light caustics refracting across the surface.",Active,0,
357,Signature Camera Moves & Dynamic Angles,"Camera focused: extreme macro push-in from wide product view into liquid surface. Subject is clear glass research vial, split complementary teal and amber, with soft volumetric atmosphere.",Active,0,
358,Signature Camera Moves & Dynamic Angles,"Camera focused: top-down crane descending slowly onto a precise flat-lay. Subject is sealed peptide vial with rubber stopper, low-key selective highlight only, in pure clinical emptiness.",Active,0,
359,Signature Camera Moves & Dynamic Angles,"Camera focused: low-angle tracking shot sliding past the product with parallax. Subject is research pen with visible liquid barrel, soft bounce from below, with delicate condensation on glass.",Active,0,
360,Signature Camera Moves & Dynamic Angles,"Camera focused: subtle dutch angle that gently corrects to level. Subject is sterile research vial, hard specular edge light, with soft fabric movement in background.",Active,0,
361,Signature Camera Moves & Dynamic Angles,"Camera focused: organic handheld micro-movement while staying clean and controlled. Subject is precision research pen, volumetric god rays through haze, with abstract geometric light patterns.",Active,0,
362,Signature Camera Moves & Dynamic Angles,"Camera focused: fast whip that resolves into a perfectly locked hero frame. Subject is amber-tinted research vial, soft window light with gentle falloff, with gentle liquid swirl inside the container.",Active,0,
363,Signature Camera Moves & Dynamic Angles,"Camera focused: vertical elevator rise from base of product to top of label. Subject is dual research pens side by side, practical small LED panel visible in frame, with perfect mirror reflection below.",Active,0,
364,Signature Camera Moves & Dynamic Angles,"Camera focused: spiral orbit combined with continuous slow push-in. Subject is single research pen standing upright, cool overhead fluorescent lab feel, with soft shadow only.",Active,0,
365,Signature Camera Moves & Dynamic Angles,"Camera focused: static locked-off frame where only internal liquid moves. Subject is research vial lying on its side, warm under-light glow, with almost no shadow, pure beauty light.",Active,0,
366,Signature Camera Moves & Dynamic Angles,"Camera focused: lateral motion-control track keeping product perfectly centered. Subject is pre-filled research pen, soft rim light from behind, with soft particle haze.",Active,0,
367,Signature Camera Moves & Dynamic Angles,"Camera focused: over-the-shoulder perspective from gloved hands approaching product. Subject is clear glass research vial, clean high-key beauty lighting, with gentle dry-ice style fog drifting.",Active,0,
368,Signature Camera Moves & Dynamic Angles,"Camera focused: soft dolly-zoom creating subtle spatial tension then release. Subject is sealed peptide vial with rubber stopper, dramatic single hard key light, with subtle floating dust motes in light beams.",Active,0,
369,Signature Camera Moves & Dynamic Angles,"Camera focused: crash zoom into a critical detail then holding steady. Subject is research pen with visible liquid barrel, cool clinical blue-white LED, in clean negative space.",Active,0,
370,Signature Camera Moves & Dynamic Angles,"Camera focused: high floating angle looking down as product is revealed. Subject is sterile research vial, warm golden hour side light, with soft bokeh circles drifting past.",Active,0,
371,Signature Camera Moves & Dynamic Angles,"Camera focused: reverse orbit starting tight and pulling out to full environment. Subject is precision research pen, soft diffused overhead, with light caustics refracting across the surface.",Active,0,
372,Signature Camera Moves & Dynamic Angles,"Camera focused: match-cut ready rotation that can sync with molecular model. Subject is amber-tinted research vial, split complementary teal and amber, with soft volumetric atmosphere.",Active,0,
373,Signature Camera Moves & Dynamic Angles,"Camera focused: soft rack focus from background lab elements onto sharp product. Subject is dual research pens side by side, low-key selective highlight only, in pure clinical emptiness.",Active,0,
374,Signature Camera Moves & Dynamic Angles,"Camera focused: continuous incomplete spiral that never finishes a full circle. Subject is single research pen standing upright, soft bounce from below, with delicate condensation on glass.",Active,0,
375,Signature Camera Moves & Dynamic Angles,"Camera focused: locked product with layered parallax background drift. Subject is research vial lying on its side, hard specular edge light, with soft fabric movement in background.",Active,0,
376,Signature Camera Moves & Dynamic Angles,"Camera focused: slow elegant 360° orbit around the product at eye level. Subject is pre-filled research pen, volumetric god rays through haze, with abstract geometric light patterns.",Active,0,
377,Signature Camera Moves & Dynamic Angles,"Camera focused: extreme macro push-in from wide product view into liquid surface. Subject is clear glass research vial, soft window light with gentle falloff, with gentle liquid swirl inside the container.",Active,0,
378,Signature Camera Moves & Dynamic Angles,"Camera focused: top-down crane descending slowly onto a precise flat-lay. Subject is sealed peptide vial with rubber stopper, practical small LED panel visible in frame, with perfect mirror reflection below.",Active,0,
379,Signature Camera Moves & Dynamic Angles,"Camera focused: low-angle tracking shot sliding past the product with parallax. Subject is research pen with visible liquid barrel, cool overhead fluorescent lab feel, with soft shadow only.",Active,0,
380,Signature Camera Moves & Dynamic Angles,"Camera focused: subtle dutch angle that gently corrects to level. Subject is sterile research vial, warm under-light glow, with almost no shadow, pure beauty light.",Active,0,
381,Signature Camera Moves & Dynamic Angles,"Camera focused: organic handheld micro-movement while staying clean and controlled. Subject is precision research pen, soft rim light from behind, with soft particle haze.",Active,0,
382,Signature Camera Moves & Dynamic Angles,"Camera focused: fast whip that resolves into a perfectly locked hero frame. Subject is amber-tinted research vial, clean high-key beauty lighting, with gentle dry-ice style fog drifting.",Active,0,
383,Signature Camera Moves & Dynamic Angles,"Camera focused: vertical elevator rise from base of product to top of label. Subject is dual research pens side by side, dramatic single hard key light, with subtle floating dust motes in light beams.",Active,0,
384,Signature Camera Moves & Dynamic Angles,"Camera focused: spiral orbit combined with continuous slow push-in. Subject is single research pen standing upright, cool clinical blue-white LED, in clean negative space.",Active,0,
385,Signature Camera Moves & Dynamic Angles,"Camera focused: static locked-off frame where only internal liquid moves. Subject is research vial lying on its side, warm golden hour side light, with soft bokeh circles drifting past.",Active,0,
386,Signature Camera Moves & Dynamic Angles,"Camera focused: lateral motion-control track keeping product perfectly centered. Subject is pre-filled research pen, soft diffused overhead, with light caustics refracting across the surface.",Active,0,
387,Signature Camera Moves & Dynamic Angles,"Camera focused: over-the-shoulder perspective from gloved hands approaching product. Subject is clear glass research vial, split complementary teal and amber, with soft volumetric atmosphere.",Active,0,
388,Signature Camera Moves & Dynamic Angles,"Camera focused: soft dolly-zoom creating subtle spatial tension then release. Subject is sealed peptide vial with rubber stopper, low-key selective highlight only, in pure clinical emptiness.",Active,0,
389,Signature Camera Moves & Dynamic Angles,"Camera focused: crash zoom into a critical detail then holding steady. Subject is research pen with visible liquid barrel, soft bounce from below, with delicate condensation on glass.",Active,0,
390,Signature Camera Moves & Dynamic Angles,"Camera focused: high floating angle looking down as product is revealed. Subject is sterile research vial, hard specular edge light, with soft fabric movement in background.",Active,0,
391,Lighting & Mood Variations,"Mood lighting study: soft golden hour window light falling across the product on a clean surface. Product is pre-filled research pen, captured with slow 360° orbit at eye level.",Active,0,
392,Lighting & Mood Variations,"Mood lighting study: cool clinical blue-white LED lighting, high-key and precise. Product is clear glass research vial, captured with extreme macro push-in.",Active,0,
393,Lighting & Mood Variations,"Mood lighting study: dramatic single hard light creating long defined shadows. Product is sealed peptide vial with rubber stopper, captured with gentle top-down descending crane.",Active,0,
394,Lighting & Mood Variations,"Mood lighting study: almost shadowless beauty dish style premium lighting. Product is research pen with visible liquid barrel, captured with low angle tracking slide.",Active,0,
395,Lighting & Mood Variations,"Mood lighting study: rim light only, product outline glowing against deep black. Product is sterile research vial, captured with locked-off static with internal motion only.",Active,0,
396,Lighting & Mood Variations,"Mood lighting study: practical small LED panels visible in frame as set dressing. Product is precision research pen, captured with subtle handheld micro-movement.",Active,0,
397,Lighting & Mood Variations,"Mood lighting study: subtle teal and amber gel accents for modern technical feel. Product is amber-tinted research vial, captured with spiral orbit combined with slow push.",Active,0,
398,Lighting & Mood Variations,"Mood lighting study: overcast soft daylight through heavy diffusion, calm and clear. Product is dual research pens side by side, captured with lateral motion-control track.",Active,0,
399,Lighting & Mood Variations,"Mood lighting study: low-key night mode with selective highlights only on the product. Product is single research pen standing upright, captured with vertical rise from base to top.",Active,0,
400,Lighting & Mood Variations,"Mood lighting study: pure high-key white environment with barely visible shadows. Product is research vial lying on its side, captured with soft focus rack from background to product.",Active,0,
401,Lighting & Mood Variations,"Mood lighting study: motivated light from nearby analytical equipment screens. Product is pre-filled research pen, captured with fast resolve into locked hero frame.",Active,0,
402,Lighting & Mood Variations,"Mood lighting study: soft bounce from below creating an ethereal under-glow. Product is clear glass research vial, captured with circular arc that never fully completes.",Active,0,
403,Lighting & Mood Variations,"Mood lighting study: split complementary lighting, cool one side and warm the other. Product is sealed peptide vial with rubber stopper, captured with over-the-shoulder gloved perspective.",Active,0,
404,Lighting & Mood Variations,"Mood lighting study: moving light source slowly traveling across the product surface. Product is research pen with visible liquid barrel, captured with extreme high angle looking straight down.",Active,0,
405,Lighting & Mood Variations,"Mood lighting study: soft volumetric haze with god rays cutting through the frame. Product is sterile research vial, captured with slow pull-out revealing environment.",Active,0,
406,Lighting & Mood Variations,"Mood lighting study: hard specular edge light catching every glass and liquid detail. Product is precision research pen, captured with slow 360° orbit at eye level.",Active,0,
407,Lighting & Mood Variations,"Mood lighting study: warm practical desk lamp style motivated lighting. Product is amber-tinted research vial, captured with extreme macro push-in.",Active,0,
408,Lighting & Mood Variations,"Mood lighting study: cold storage fluorescent feel with soft green-blue cast. Product is dual research pens side by side, captured with gentle top-down descending crane.",Active,0,
409,Lighting & Mood Variations,"Mood lighting study: sunrise-style warm directional light with long soft shadows. Product is single research pen standing upright, captured with low angle tracking slide.",Active,0,
410,Lighting & Mood Variations,"Mood lighting study: pure black void with single controlled spotlight. Product is research vial lying on its side, captured with locked-off static with internal motion only.",Active,0,
411,Lighting & Mood Variations,"Mood lighting study: soft golden hour window light falling across the product on a clean surface. Product is pre-filled research pen, captured with subtle handheld micro-movement.",Active,0,
412,Lighting & Mood Variations,"Mood lighting study: cool clinical blue-white LED lighting, high-key and precise. Product is clear glass research vial, captured with spiral orbit combined with slow push.",Active,0,
413,Lighting & Mood Variations,"Mood lighting study: dramatic single hard light creating long defined shadows. Product is sealed peptide vial with rubber stopper, captured with lateral motion-control track.",Active,0,
414,Lighting & Mood Variations,"Mood lighting study: almost shadowless beauty dish style premium lighting. Product is research pen with visible liquid barrel, captured with vertical rise from base to top.",Active,0,
415,Lighting & Mood Variations,"Mood lighting study: rim light only, product outline glowing against deep black. Product is sterile research vial, captured with soft focus rack from background to product.",Active,0,
416,Lighting & Mood Variations,"Mood lighting study: practical small LED panels visible in frame as set dressing. Product is precision research pen, captured with fast resolve into locked hero frame.",Active,0,
417,Lighting & Mood Variations,"Mood lighting study: subtle teal and amber gel accents for modern technical feel. Product is amber-tinted research vial, captured with circular arc that never fully completes.",Active,0,
418,Lighting & Mood Variations,"Mood lighting study: overcast soft daylight through heavy diffusion, calm and clear. Product is dual research pens side by side, captured with over-the-shoulder gloved perspective.",Active,0,
419,Lighting & Mood Variations,"Mood lighting study: low-key night mode with selective highlights only on the product. Product is single research pen standing upright, captured with extreme high angle looking straight down.",Active,0,
420,Lighting & Mood Variations,"Mood lighting study: pure high-key white environment with barely visible shadows. Product is research vial lying on its side, captured with slow pull-out revealing environment.",Active,0,
421,Lighting & Mood Variations,"Mood lighting study: motivated light from nearby analytical equipment screens. Product is pre-filled research pen, captured with slow 360° orbit at eye level.",Active,0,
422,Lighting & Mood Variations,"Mood lighting study: soft bounce from below creating an ethereal under-glow. Product is clear glass research vial, captured with extreme macro push-in.",Active,0,
423,Lighting & Mood Variations,"Mood lighting study: split complementary lighting, cool one side and warm the other. Product is sealed peptide vial with rubber stopper, captured with gentle top-down descending crane.",Active,0,
424,Lighting & Mood Variations,"Mood lighting study: moving light source slowly traveling across the product surface. Product is research pen with visible liquid barrel, captured with low angle tracking slide.",Active,0,
425,Lighting & Mood Variations,"Mood lighting study: soft volumetric haze with god rays cutting through the frame. Product is sterile research vial, captured with locked-off static with internal motion only.",Active,0,
426,Lighting & Mood Variations,"Mood lighting study: hard specular edge light catching every glass and liquid detail. Product is precision research pen, captured with subtle handheld micro-movement.",Active,0,
427,Lighting & Mood Variations,"Mood lighting study: warm practical desk lamp style motivated lighting. Product is amber-tinted research vial, captured with spiral orbit combined with slow push.",Active,0,
428,Lighting & Mood Variations,"Mood lighting study: cold storage fluorescent feel with soft green-blue cast. Product is dual research pens side by side, captured with lateral motion-control track.",Active,0,
429,Lighting & Mood Variations,"Mood lighting study: sunrise-style warm directional light with long soft shadows. Product is single research pen standing upright, captured with vertical rise from base to top.",Active,0,
430,Lighting & Mood Variations,"Mood lighting study: pure black void with single controlled spotlight. Product is research vial lying on its side, captured with soft focus rack from background to product.",Active,0,
431,Lighting & Mood Variations,"Mood lighting study: soft golden hour window light falling across the product on a clean surface. Product is pre-filled research pen, captured with fast resolve into locked hero frame.",Active,0,
432,Lighting & Mood Variations,"Mood lighting study: cool clinical blue-white LED lighting, high-key and precise. Product is clear glass research vial, captured with circular arc that never fully completes.",Active,0,
433,Lighting & Mood Variations,"Mood lighting study: dramatic single hard light creating long defined shadows. Product is sealed peptide vial with rubber stopper, captured with over-the-shoulder gloved perspective.",Active,0,
434,Lighting & Mood Variations,"Mood lighting study: almost shadowless beauty dish style premium lighting. Product is research pen with visible liquid barrel, captured with extreme high angle looking straight down.",Active,0,
435,Lighting & Mood Variations,"Mood lighting study: rim light only, product outline glowing against deep black. Product is sterile research vial, captured with slow pull-out revealing environment.",Active,0,
436,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: clean negative space held on one side of frame specifically for kinetic type. Subject pre-filled research pen, soft rim light from behind.",Active,0,
437,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: product locked on the right third, left two-thirds open for bold typography. Subject clear glass research vial, clean high-key beauty lighting.",Active,0,
438,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: slow vertical text reveal over soft moving molecular background. Subject sealed peptide vial with rubber stopper, dramatic single hard key light.",Active,0,
439,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: product slowly scaling while large type animates around its silhouette. Subject research pen with visible liquid barrel, cool clinical blue-white LED.",Active,0,
440,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: minimal product placed in corner with full-frame soft abstract motion behind. Subject sterile research vial, warm golden hour side light.",Active,0,
441,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: dark background with single product and high-contrast white kinetic lettering. Subject precision research pen, soft diffused overhead.",Active,0,
442,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: soft focus product as background layer with sharp text in foreground plane. Subject amber-tinted research vial, split complementary teal and amber.",Active,0,
443,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: text appearing to interact with or cut through the product silhouette. Subject dual research pens side by side, low-key selective highlight only.",Active,0,
444,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: clean lower-third safe composition designed for caption-heavy reels. Subject single research pen standing upright, soft bounce from below.",Active,0,
445,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: product push-in that resolves into a locked frame perfect for end-card text. Subject research vial lying on its side, hard specular edge light.",Active,0,
446,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: wide open negative space above the product for large centered headlines. Subject pre-filled research pen, volumetric god rays through haze.",Active,0,
447,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: product on bottom third with expansive soft atmosphere above for type. Subject clear glass research vial, soft window light with gentle falloff.",Active,0,
448,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: side-by-side layout ready: product left, kinetic text area right. Subject sealed peptide vial with rubber stopper, practical small LED panel visible in frame.",Active,0,
449,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: circular negative space around centered product for surrounding type. Subject research pen with visible liquid barrel, cool overhead fluorescent lab feel.",Active,0,
450,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: product emerging from soft fog while type fades in cleanly above it. Subject sterile research vial, warm under-light glow.",Active,0,
451,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: locked hero frame with generous margin on all sides for safe text overlay. Subject precision research pen, soft rim light from behind.",Active,0,
452,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: abstract soft motion background with product small and type dominant. Subject amber-tinted research vial, clean high-key beauty lighting.",Active,0,
453,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: product and type sharing the same focal plane in elegant balance. Subject dual research pens side by side, dramatic single hard key light.",Active,0,
454,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: vertical story format with product in lower half and type stacked above. Subject single research pen standing upright, cool clinical blue-white LED.",Active,0,
455,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: clean product hold with soft light designed not to compete with white text. Subject research vial lying on its side, warm golden hour side light.",Active,0,
456,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: clean negative space held on one side of frame specifically for kinetic type. Subject pre-filled research pen, soft diffused overhead.",Active,0,
457,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: product locked on the right third, left two-thirds open for bold typography. Subject clear glass research vial, split complementary teal and amber.",Active,0,
458,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: slow vertical text reveal over soft moving molecular background. Subject sealed peptide vial with rubber stopper, low-key selective highlight only.",Active,0,
459,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: product slowly scaling while large type animates around its silhouette. Subject research pen with visible liquid barrel, soft bounce from below.",Active,0,
460,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: minimal product placed in corner with full-frame soft abstract motion behind. Subject sterile research vial, hard specular edge light.",Active,0,
461,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: dark background with single product and high-contrast white kinetic lettering. Subject precision research pen, volumetric god rays through haze.",Active,0,
462,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: soft focus product as background layer with sharp text in foreground plane. Subject amber-tinted research vial, soft window light with gentle falloff.",Active,0,
463,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: text appearing to interact with or cut through the product silhouette. Subject dual research pens side by side, practical small LED panel visible in frame.",Active,0,
464,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: clean lower-third safe composition designed for caption-heavy reels. Subject single research pen standing upright, cool overhead fluorescent lab feel.",Active,0,
465,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: product push-in that resolves into a locked frame perfect for end-card text. Subject research vial lying on its side, warm under-light glow.",Active,0,
466,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: wide open negative space above the product for large centered headlines. Subject pre-filled research pen, soft rim light from behind.",Active,0,
467,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: product on bottom third with expansive soft atmosphere above for type. Subject clear glass research vial, clean high-key beauty lighting.",Active,0,
468,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: side-by-side layout ready: product left, kinetic text area right. Subject sealed peptide vial with rubber stopper, dramatic single hard key light.",Active,0,
469,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: circular negative space around centered product for surrounding type. Subject research pen with visible liquid barrel, cool clinical blue-white LED.",Active,0,
470,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: product emerging from soft fog while type fades in cleanly above it. Subject sterile research vial, warm golden hour side light.",Active,0,
471,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: locked hero frame with generous margin on all sides for safe text overlay. Subject precision research pen, soft diffused overhead.",Active,0,
472,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: abstract soft motion background with product small and type dominant. Subject amber-tinted research vial, split complementary teal and amber.",Active,0,
473,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: product and type sharing the same focal plane in elegant balance. Subject dual research pens side by side, low-key selective highlight only.",Active,0,
474,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: vertical story format with product in lower half and type stacked above. Subject single research pen standing upright, soft bounce from below.",Active,0,
475,"Text, Kinetic & Overlay-Friendly Scenes","Overlay-optimized composition: clean product hold with soft light designed not to compete with white text. Subject research vial lying on its side, hard specular edge light.",Active,0,
476,Lifestyle & Context (Research-Forward),"Context still life: clean modern desk with product among notebooks and a simple glass of water. Featuring pre-filled research pen, soft rim light from behind, slow 360° orbit at eye level.",Active,0,
477,Lifestyle & Context (Research-Forward),"Context still life: soft morning light on a tidy surface with the product as quiet focal point. Featuring clear glass research vial, clean high-key beauty lighting, extreme macro push-in.",Active,0,
478,Lifestyle & Context (Research-Forward),"Context still life: product next to high-quality recovery aesthetic items in abstract still life. Featuring sealed peptide vial with rubber stopper, dramatic single hard key light, gentle top-down descending crane.",Active,0,
479,Lifestyle & Context (Research-Forward),"Context still life: minimalist shelf styling with the product as the clear hero object. Featuring research pen with visible liquid barrel, cool clinical blue-white LED, low angle tracking slide.",Active,0,
480,Lifestyle & Context (Research-Forward),"Context still life: soft outdoor natural light on a clean table with simple greenery, no people. Featuring sterile research vial, warm golden hour side light, locked-off static with internal motion only.",Active,0,
481,Lifestyle & Context (Research-Forward),"Context still life: premium modern surface (bathroom or grooming style) with product as still life. Featuring precision research pen, soft diffused overhead, subtle handheld micro-movement.",Active,0,
482,Lifestyle & Context (Research-Forward),"Context still life: travel-ready feel: product in a clean high-end closed case or pouch. Featuring amber-tinted research vial, split complementary teal and amber, spiral orbit combined with slow push.",Active,0,
483,Lifestyle & Context (Research-Forward),"Context still life: abstract daily ritual composition — product, clean glass, soft fabric, no action. Featuring dual research pens side by side, low-key selective highlight only, lateral motion-control track.",Active,0,
484,Lifestyle & Context (Research-Forward),"Context still life: high-end kitchen or lab-kitchen hybrid surface, product as only branded item. Featuring single research pen standing upright, soft bounce from below, vertical rise from base to top.",Active,0,
485,Lifestyle & Context (Research-Forward),"Context still life: soft window light and sheer curtains creating gentle movement behind product. Featuring research vial lying on its side, hard specular edge light, soft focus rack from background to product.",Active,0,
486,Lifestyle & Context (Research-Forward),"Context still life: organized research-oriented workspace with product and clean tools only. Featuring pre-filled research pen, volumetric god rays through haze, fast resolve into locked hero frame.",Active,0,
487,Lifestyle & Context (Research-Forward),"Context still life: calm neutral interior with product resting on a simple elevated surface. Featuring clear glass research vial, soft window light with gentle falloff, circular arc that never fully completes.",Active,0,
488,Lifestyle & Context (Research-Forward),"Context still life: soft natural materials (stone, wood, linen) framing the product quietly. Featuring sealed peptide vial with rubber stopper, practical small LED panel visible in frame, over-the-shoulder gloved perspective.",Active,0,
489,Lifestyle & Context (Research-Forward),"Context still life: bright airy interior with product catching soft directional daylight. Featuring research pen with visible liquid barrel, cool overhead fluorescent lab feel, extreme high angle looking straight down.",Active,0,
490,Lifestyle & Context (Research-Forward),"Context still life: minimal dark interior where the product is the single point of light. Featuring sterile research vial, warm under-light glow, slow pull-out revealing environment.",Active,0,
491,Lifestyle & Context (Research-Forward),"Context still life: clean architectural surface with strong geometric lines and the product. Featuring precision research pen, soft rim light from behind, slow 360° orbit at eye level.",Active,0,
492,Lifestyle & Context (Research-Forward),"Context still life: soft textured wall background with product in sharp foreground. Featuring amber-tinted research vial, clean high-key beauty lighting, extreme macro push-in.",Active,0,
493,Lifestyle & Context (Research-Forward),"Context still life: elevated product on a simple pedestal in an otherwise empty refined room. Featuring dual research pens side by side, dramatic single hard key light, gentle top-down descending crane.",Active,0,
494,Lifestyle & Context (Research-Forward),"Context still life: product placed near a large window with soft exterior bokeh beyond. Featuring single research pen standing upright, cool clinical blue-white LED, low angle tracking slide.",Active,0,
495,Lifestyle & Context (Research-Forward),"Context still life: quiet corner composition with product, soft shadow, and calm atmosphere. Featuring research vial lying on its side, warm golden hour side light, locked-off static with internal motion only.",Active,0,
496,Lifestyle & Context (Research-Forward),"Context still life: clean modern desk with product among notebooks and a simple glass of water. Featuring pre-filled research pen, soft diffused overhead, subtle handheld micro-movement.",Active,0,
497,Lifestyle & Context (Research-Forward),"Context still life: soft morning light on a tidy surface with the product as quiet focal point. Featuring clear glass research vial, split complementary teal and amber, spiral orbit combined with slow push.",Active,0,
498,Lifestyle & Context (Research-Forward),"Context still life: product next to high-quality recovery aesthetic items in abstract still life. Featuring sealed peptide vial with rubber stopper, low-key selective highlight only, lateral motion-control track.",Active,0,
499,Lifestyle & Context (Research-Forward),"Context still life: minimalist shelf styling with the product as the clear hero object. Featuring research pen with visible liquid barrel, soft bounce from below, vertical rise from base to top.",Active,0,
500,Lifestyle & Context (Research-Forward),"Context still life: soft outdoor natural light on a clean table with simple greenery, no people. Featuring sterile research vial, hard specular edge light, soft focus rack from background to product.",Active,0,
501,Lifestyle & Context (Research-Forward),"Context still life: premium modern surface (bathroom or grooming style) with product as still life. Featuring precision research pen, volumetric god rays through haze, fast resolve into locked hero frame.",Active,0,
502,Lifestyle & Context (Research-Forward),"Context still life: travel-ready feel: product in a clean high-end closed case or pouch. Featuring amber-tinted research vial, soft window light with gentle falloff, circular arc that never fully completes.",Active,0,
503,Lifestyle & Context (Research-Forward),"Context still life: abstract daily ritual composition — product, clean glass, soft fabric, no action. Featuring dual research pens side by side, practical small LED panel visible in frame, over-the-shoulder gloved perspective.",Active,0,
504,Lifestyle & Context (Research-Forward),"Context still life: high-end kitchen or lab-kitchen hybrid surface, product as only branded item. Featuring single research pen standing upright, cool overhead fluorescent lab feel, extreme high angle looking straight down.",Active,0,
505,Lifestyle & Context (Research-Forward),"Context still life: soft window light and sheer curtains creating gentle movement behind product. Featuring research vial lying on its side, warm under-light glow, slow pull-out revealing environment.",Active,0,
506,Lifestyle & Context (Research-Forward),"Context still life: organized research-oriented workspace with product and clean tools only. Featuring pre-filled research pen, soft rim light from behind, slow 360° orbit at eye level.",Active,0,
507,Lifestyle & Context (Research-Forward),"Context still life: calm neutral interior with product resting on a simple elevated surface. Featuring clear glass research vial, clean high-key beauty lighting, extreme macro push-in.",Active,0,
508,Lifestyle & Context (Research-Forward),"Context still life: soft natural materials (stone, wood, linen) framing the product quietly. Featuring sealed peptide vial with rubber stopper, dramatic single hard key light, gentle top-down descending crane.",Active,0,
509,Lifestyle & Context (Research-Forward),"Context still life: bright airy interior with product catching soft directional daylight. Featuring research pen with visible liquid barrel, cool clinical blue-white LED, low angle tracking slide.",Active,0,
510,Lifestyle & Context (Research-Forward),"Context still life: minimal dark interior where the product is the single point of light. Featuring sterile research vial, warm golden hour side light, locked-off static with internal motion only.",Active,0,
511,Lifestyle & Context (Research-Forward),"Context still life: clean architectural surface with strong geometric lines and the product. Featuring precision research pen, soft diffused overhead, subtle handheld micro-movement.",Active,0,
512,Lifestyle & Context (Research-Forward),"Context still life: soft textured wall background with product in sharp foreground. Featuring amber-tinted research vial, split complementary teal and amber, spiral orbit combined with slow push.",Active,0,
513,Lifestyle & Context (Research-Forward),"Context still life: elevated product on a simple pedestal in an otherwise empty refined room. Featuring dual research pens side by side, low-key selective highlight only, lateral motion-control track.",Active,0,
514,Lifestyle & Context (Research-Forward),"Context still life: product placed near a large window with soft exterior bokeh beyond. Featuring single research pen standing upright, soft bounce from below, vertical rise from base to top.",Active,0,
